experiment_file,fold,sampling,base_acc,test_acc,f1_score,recall
rf_0417_resul_3fold.csv,3-fold,SMOTE,0.681087762669963,0.6172839506172839,0.5079365079365079,0.6153846153846154
rf_0417_resul_7fold.csv,7-fold,SMOTE,0.681087762669963,0.5679012345679012,0.3859649122807018,0.4230769230769231
rf_0417_result00000.csv,5-fold,SMOTE,0.681087762669963,0.5432098765432098,0.27450980392156865,0.2692307692307692
rf_0417_result_10fold.csv,10-fold,SMOTE,0.681087762669963,0.5185185185185185,0.4,0.5
rf_0417_result_10fold_adasyn.csv,10-fold,ADASYN,0.681087762669963,0.5802469135802469,0.3928571428571428,0.4230769230769231
rf_0417_result_15fold_adasyn.csv,15-fold,ADASYN,0.681087762669963,0.5555555555555556,0.41935483870967744,0.5
rf_0417_result_3fold_adasyn.csv,3-fold,ADASYN,0.681087762669963,0.6419753086419753,0.5396825396825398,0.6538461538461539
rf_0417_result_5fold_adasyn.csv,5-fold,ADASYN,0.681087762669963,0.5555555555555556,0.4375,0.5384615384615384
rf_0417_result_7fold_adasyn.csv,7-fold,ADASYN,0.681087762669963,0.5555555555555556,0.4193548387096774,0.5
